"","cik","entityName","sic","n","mean_y","sd_y","se_y","y_lo","y_hi","sic_num","x","sic_division"
"316","0001346022","Enertopia Corporation",1000,37,-276132.945945946,1021787.44699978,167980.82152809,-605375.356141003,53109.4642491111,1000,998.570301526624,"Mining"
"317","0001348911","KALVISTA PHARMACEUTICALS, INC.",2834,41,-13201951.2195122,12488868.5094992,1950433.57686064,-17024801.030159,-9379101.40886534,2834,2834.88342436019,"Manufacturing"
"318","0001350156","PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.",5700,44,-65439.5,58955.4676259972,8887.87115706261,-82859.7274678427,-48019.2725321573,5700,5699.36824693884,"Retail Trade"
"319","0001350593","MUELLER WATER PRODUCTS, INC.",3490,57,12194736.8421053,24679491.3487511,3268878.48473277,5787735.01202903,18601738.6721815,3490,3490.31604691956,"Manufacturing"
"320","0001359841","Hanesbrands Inc.",5600,45,48815400,153458721.477382,22876275.5309089,3977899.9594186,93652900.0405814,5600,5601.17110208841,"Retail Trade"
"321","0001361538","Primoris Services Corporation",1623,36,25541944.4444444,18124795.4013192,3020799.2335532,19621177.9466802,31462710.9422087,1623,1624.04195718965,"Construction"
"322","0001367859","CITIZENS COMMUNITY BANCORP, INC.",6035,51,2017215.68627451,1799534.93229474,251985.292620501,1523324.51273833,2511106.85981069,6035,6034.69016582799,"Finance/Insurance/Real Estate"
"323","0001371451","HIGHWATER ETHANOL, LLC",2860,61,1454977.91803279,3515772.42876012,450148.532332545,572686.794660998,2337269.04140458,2860,2861.2784396483,"Manufacturing"
"324","0001375348","GOLDEN STAR RESOURCE CORP.",1090,46,-16257.847826087,19516.4616635603,2877.54528489738,-21897.8365844858,-10617.8590676881,1090,1089.02572808336,"Mining"
"325","0001376227","United States Natural Gas Fund, LP",6221,48,-21728632.6666667,128812480.222141,18592480.0328092,-58169893.5309727,14712628.1976393,6221,6220.72413840541,"Finance/Insurance/Real Estate"
"326","0001376986","TENNESSEE VALLEY AUTHORITY",4911,52,187442307.692308,221096590.857226,30660580.5833082,127347569.749024,247537045.635592,4911,4912.13069312279,"Transportation/Public Utilities"
"327","0001377789","AVIAT NETWORKS, INC.",3663,55,-1589690.90909091,15653132.9959174,2110668.02259327,-5726600.23337373,2547218.4151919,3663,3662.92153344106,"Manufacturing"
"328","0001381668","TFS FINANCIAL CORPORATION",6035,58,15649172.4137931,7991183.82451063,1049293.84232281,13592556.4828404,17705788.3447458,6035,6034.36064473385,"Finance/Insurance/Real Estate"
"329","0001382230","ESSA Bancorp, Inc.",6036,55,2612345.45454546,1487533.49440263,200578.975467144,2219210.66262985,3005480.24646106,6036,6034.82646516623,"Finance/Insurance/Real Estate"
"330","0001383312","BROADRIDGE FINANCIAL SOLUTIONS, INC.",7389,50,73694000,64699088.1240349,9149832.78981822,55760327.7319563,91627672.2680437,7389,7391.04546455662,"Services"
"331","0001387467","Alpha and Omega Semiconductor Limited",3674,44,11562954.5454545,58048183.5130151,8751092.93065297,-5589187.59862529,28715096.6895344,3674,3673.59248919397,"Manufacturing"
"332","0001390777","THE BANK OF NEW YORK MELLON CORPORATION",6022,35,618685714.285714,628671183.642814,106264825.136187,410406657.018787,826964771.552642,6022,6022.89725708568,"Finance/Insurance/Real Estate"
"333","0001396878","United States Gasoline Fund, LP",6221,48,2046792.79166667,13275437.0640207,1916144.29063057,-1708850.01796924,5802435.60130257,6221,6219.97366470468,"Finance/Insurance/Real Estate"
"334","0001397016","OPTEX SYSTEMS HOLDINGS, INC.",3827,44,223545.454545454,1036810.01050618,156304.990169703,-82812.3261871624,529903.235278071,3827,3825.84337776784,"Manufacturing"
"335","0001403161","VISA INC.",7389,52,2078211538.46154,1463613622.75944,202966690.935644,1680396824.22767,2476026252.6954,7389,7389.16194189551,"Services"
"336","0001403475","Bank of Marin Bancorp",6022,50,5489180,4728066.57939413,668649.588038214,4178626.8074451,6799733.1925549,6022,6020.60538458049,"Finance/Insurance/Real Estate"
"337","0001405513","United States 12 Month Natural Gas Fund, LP",6221,48,-268284.6875,3282071.98740051,473726.286356354,-1196788.20875845,660218.833758454,6221,6221.7722366091,"Finance/Insurance/Real Estate"
"338","0001405528","United States 12 Month Oil Fund, LP",6221,48,5088695.95833333,20279351.3247018,2927072.23657689,-648365.625357371,10825757.542024,6221,6222.38112696465,"Finance/Insurance/Real Estate"
"339","0001408534","FIRST GUARANTY BANCSHARES, INC.",6035,47,3707319.14893617,1759501.83298498,256649.719908885,3204285.69791476,4210352.59995758,6035,6034.21320672792,"Finance/Insurance/Real Estate"
"340","0001409375","Orion Energy Systems, Inc.",3640,58,-1910103.44827586,5903060.99510396,775109.882220465,-3429318.81742797,-390888.079123751,3640,3640.3246750273,"Manufacturing"
"341","0001410738","VoIP-PAL.COM INC.",3661,35,-1750769.88571429,3666239.95441245,619707.659265473,-2965396.89787461,-536142.873553958,3661,3659.91681918484,"Manufacturing"
"342","0001412665","MIDWESTONE FINANCIAL GROUP, INC.",6022,57,5359105.2631579,15019865.1597574,1989429.74028526,1459822.97219879,9258387.554117,6022,6021.15986654421,"Finance/Insurance/Real Estate"
"343","0001413837","FIRST FOUNDATION INC.",6022,52,3815903.84615384,34716028.89736,4814247.01038159,-5620020.29419406,13251827.9865018,6022,6020.96569860679,"Finance/Insurance/Real Estate"
"344","0001414382","Concrete Leveling Systems, Inc.",3590,43,-14263.4186046512,9868.04871248752,1504.86332062685,-17212.9507130798,-11313.8864962225,3590,3589.1161967915,"Manufacturing"
"345","0001415744","NORTHERN MINERALS & EXPLORATION LTD.",1040,43,-71970.8139534884,96068.4613058773,14650.3030031994,-100685.407839759,-43256.2200672175,1040,1041.58891311468,"Mining"
"346","0001423221","QUANEX BUILDING PRODUCTS CORPORATION",3350,41,4787658.53658537,11681941.9931143,1824412.82722914,1211809.39521625,8363507.67795449,3350,3349.67564793753,"Manufacturing"
"347","0001434524","CLEARSIGN TECHNOLOGIES CORPORATION",3823,42,-1927000,581455.448873248,89720.523614854,-2102852.22628511,-1751147.77371489,3823,3823.85090450524,"Manufacturing"
"348","0001436425","HOME BANCORP, INC.",6036,48,6379077.10416667,3493792.18730069,504285.464957667,5390677.59284964,7367476.6154837,6036,6036.9970602586,"Finance/Insurance/Real Estate"
"349","0001437517","CYBERLOQ TECHNOLOGIES, INC.",7372,41,-190149.951219512,119661.56066673,18687.9960827849,-226778.423541771,-153521.478897254,7372,7372.47820595668,"Services"
"350","0001438133","Tandem Diabetes Care, Inc.",3841,48,-19811916.6666667,21316705.4546362,3076801.40811754,-25842447.426577,-13781385.9067563,3841,3841.85800817319,"Manufacturing"
"351","0001438943","RANGE IMPACT, INC.",1600,34,-789793.352941177,1246129.97208703,213709.5271166,-1208664.02608971,-370922.67979264,1600,1600.5415280569,"Construction"
"352","0001441236","CLEARWATER PAPER CORPORATION",2631,56,12617035.7142857,41917687.6079621,5601486.6241005,1638121.93104874,23595949.4975227,2631,2631.04099796905,"Manufacturing"
"353","0001442492","Laredo Oil, Inc.",1311,44,-287659.477272727,712016.607158474,107340.542293024,-498046.940167055,-77272.0143783994,1311,1310.63080379606,"Mining"
"354","0001467373","Accenture plc",7389,65,1048951969.23077,487090824.781938,60416181.1726664,930536254.132343,1167367684.3292,7389,7389.54218055434,"Services"
"355","0001472494","United States Brent Oil Fund, LP",6221,48,7537757.75,34324016.6818345,4954245.06773159,-2172562.58275391,17248078.0827539,6221,6223.36381669998,"Finance/Insurance/Real Estate"
"356","0001474903","BGSF, INC.",7363,46,1872702.84782609,4039711.72443171,595622.998952084,705281.769880003,3040123.92577217,7363,7363.45546300747,"Services"
"357","0001477246","S&W SEED CO",100,41,-1515695.53658537,6515579.8869855,1017562.62183626,-3510118.27538444,478727.202213711,100,99.4643135515996,"Agriculture/Forestry/Fishing"
"358","0001479681","NUTEX HEALTH INC.",7389,35,-9144193.08571429,72653969.9990167,12280762.3735174,-33214487.3378084,14926101.1663798,7389,7388.85706459751,"Services"
"359","0001481504","XERIANT, INC.",3721,46,-592621.391304348,1259476.62352523,185699.697103925,-956592.79762804,-228649.984980656,3721,3721.0581671659,"Manufacturing"
"360","0001486957","BWX TECHNOLOGIES, INC.",3510,60,51978383.3333333,37092741.54547,4788652.34235938,42592624.7423089,61364141.9243577,3510,3509.05955592566,"Manufacturing"
"361","0001490906","Capitol Federal Financial, Inc.",6035,57,18137350.877193,6083076.89264484,805723.217482277,16558133.3709277,19716568.3834582,6035,6034.26103114228,"Finance/Insurance/Real Estate"
"362","0001493594","MACOM Technology Solutions Holdings, Inc.",3674,47,-12346340.4255319,64197765.9601399,9364206.58595963,-30700185.3340128,6007504.48294896,3674,3675.28295258529,"Manufacturing"
"363","0001497253","Organovo Holdings, Inc.",2836,35,-7647657.14285714,5995110.8803113,1013358.69361286,-9633840.18233836,-5661474.10337593,2836,2835.23457184275,"Manufacturing"
"364","0001499961","MULLEN AUTOMOTIVE INC.",3711,35,-23208363.8285714,60599580.2540483,10243198.6172942,-43285033.1184681,-3131694.53867475,3711,3711.17628483772,"Manufacturing"
"365","0001500217","AMERICAN ASSETS TRUST, INC.",6798,48,8526437.5,4008560.48819274,578585.869230244,7392409.19630872,9660465.80369128,6798,6799.6467744181,"Finance/Insurance/Real Estate"
"366","0001504008","BankUnited, Inc.",6035,58,65902862.0689655,54927724.7047773,7212363.59608516,51766629.4206386,80039094.7172924,6035,6035.71249421949,"Finance/Insurance/Real Estate"
"367","0001504461","NGL Energy Partners LP",4922,34,-21730000,136577786.582658,23422897.1608214,-67638878.43521,24178878.43521,4922,4921.60025482154,"Transportation/Public Utilities"
"368","0001506251","Citius Pharmaceuticals, Inc.",2834,43,-3192948.88372093,3928679.39139733,599117.99048326,-4367220.14506812,-2018677.62237374,2834,2833.67077729665,"Manufacturing"
"369","0001511737","UBIQUITI INC.",3663,54,64316981.4814815,42926271.9917868,5841525.71887792,52867591.0724808,75766371.8904822,3663,3661.39580457824,"Manufacturing"
"370","0001517681","PROPANC BIOPHARMA, INC.",2834,43,-1136744.81395349,1004311.2698046,153156.032814125,-1436930.63826917,-836558.989637804,2834,2833.69302413917,"Manufacturing"
"371","0001520697","Acadia Healthcare Company, Inc.",8093,57,6841894.73684211,125637100.868034,16641040.5347555,-25774544.7112787,39458334.1849629,8093,8091.64233569576,"Services"
"372","0001521951","FIRST BUSINESS FINANCIAL SERVICES, INC.",6022,48,5952125,3047713.16169312,439899.503579071,5089921.97298502,6814328.02701498,6022,6020.51951329342,"Finance/Insurance/Real Estate"
"373","0001525306","First America Resources Corporation",5065,45,-6582.4,20455.1711503695,3049.27687890792,-12558.9826826595,-605.81731734048,5065,5066.20271748588,"Wholesale Trade"
"374","0001529377","ARES COMMERCIAL REAL ESTATE CORPORATION",6798,53,5122396.22641509,9862570.61072436,1354728.26107286,2467128.83471228,7777663.61811791,6798,6798.10217310548,"Finance/Insurance/Real Estate"
"375","0001530425","ARTISAN CONSUMER GOODS, INC.",1000,44,-432233.931818182,2750318.28296343,414626.081756555,-1244901.05206103,380433.188424665,1000,1001.59828156002,"Mining"
"376","0001530721","CAPRI HOLDINGS LTD",3100,51,109795117.647059,162539200.165209,22760040.4865184,65185438.2934827,154404797.000635,3100,3100.08398804335,"Manufacturing"
"377","0001530950","Post Holdings, Inc.",2040,53,23841509.4339622,130117357.433088,17872993.5965222,-11189558.0152212,58872576.8831457,2040,2039.78368219055,"Manufacturing"
"378","0001538495","EARTH SCIENCE TECH, INC.",2834,42,-270367.619047619,1445069.36915838,222979.044588745,-707406.546441559,166671.308346322,2834,2834.76990953752,"Manufacturing"
"379","0001544190","SHEPHERD’S FINANCE, LLC",6153,54,159481.481481481,412571.674310109,56143.8935769719,49439.4500706165,269523.512892346,6153,6153.46611954687,"Finance/Insurance/Real Estate"
"380","0001549966","Silvercrest Asset Management Group Inc.",6282,46,2252108.69565217,1492940.82979066,220122.116367851,1820669.34757119,2683548.04373316,6282,6281.74256056137,"Finance/Insurance/Real Estate"
"381","0001552800","TILE SHOP HOLDINGS, INC.",5700,43,2676488.37209302,3013793.35699565,459599.178219738,1775673.98278234,3577302.76140371,5700,5699.23435978685,"Retail Trade"
"382","0001564708","NEWS CORPORATION",2711,47,-13808510.6382979,367111974.287308,53548785.0081934,-118764129.254357,91147107.9777613,2711,2712.13767738689,"Manufacturing"
"383","0001567514","Intra-Cellular Therapies, Inc.",2834,36,-24826446.4166667,12166479.2714877,2027746.54524795,-28800829.6453526,-20852063.1879807,2834,2832.43266596407,"Manufacturing"
"384","0001570132","ANVI GLOBAL HOLDINGS, INC.",5400,36,-46797,19889.4493768502,3314.90822947503,-53294.2201297711,-40299.7798702289,5400,5399.69155720304,"Retail Trade"
"385","0001570585","Liberty Global Ltd.",4841,36,163855555.555556,2384568673.23984,397428112.206641,-615103544.36946,942814655.480571,4841,4841.06553228307,"Transportation/Public Utilities"
"386","0001571996","Dell Technologies Inc.",3571,39,405307692.307692,1069014035.50055,171179243.896429,69796374.2706925,740819010.344692,3571,3570.71688032396,"Manufacturing"
"387","0001579877","OUTFRONT Media Inc.",6798,46,15454347.826087,90630766.6830929,13362777.5275733,-10736696.1279567,41645391.7801306,6798,6796.84166050907,"Finance/Insurance/Real Estate"
"388","0001583107","THERAVANCE BIOPHARMA, INC.",2834,40,-18576825,153126355.844612,24211402.7135205,-66031174.3185001,28877524.3185001,2834,2835.55462783257,"Manufacturing"
"389","0001584509","Aramark",5812,45,52838266.6666667,103507552.171854,15429994.8560581,22595476.7487928,83081056.5845406,5812,5811.74998467864,"Retail Trade"
"390","0001589150","REGEN BIOPHARMA, INC.",2834,37,-987928.972972973,15970098.6792593,2625468.05003685,-6133846.3510452,4157988.40509925,2834,2834.26303132062,"Manufacturing"
"391","0001589526","BLUE BIRD CORPORATION",3713,36,4127583.33333333,11550765.7813547,1925127.63022578,354333.178090803,7900833.48857586,3713,3710.59550682077,"Manufacturing"
"392","0001590976","MALIBU BOATS, INC.",3730,49,11106857.1428571,19039707.8518378,2719958.26454825,5775738.94434257,16437975.3413717,3730,3732.28087374306,"Manufacturing"
"393","0001591698","PAYLOCITY HOLDING CORPORATION",7372,46,13530391.3043478,20330864.0975879,2997622.37286773,7655051.45352708,19405731.1551686,7372,7371.99263185503,"Services"
"394","0001598665","Heritage Insurance Holdings, Inc.",6331,48,3113375,20881772.0162163,3014024.17367972,-2794112.38041225,9020862.38041225,6331,6331.695331401,"Finance/Insurance/Real Estate"
"395","0001600033","e.l.f. Beauty, Inc.",2844,40,8991775,13226587.8780884,2091307.16835664,4892812.95002098,13090737.049979,2844,2845.10854780946,"Manufacturing"
"396","0001603345","AGENTIX CORP.",2836,37,-1363311.13513514,6991190.92476611,1149344.70808995,-3616026.76299144,889404.492721173,2836,2836.06000514226,"Manufacturing"
"397","0001604028","ADVANCED DRAINAGE SYSTEMS, INC.",3086,43,38237395.3488372,69293373.4659553,10567140.3870814,17525800.1901576,58948990.5075168,3086,3085.3236079112,"Manufacturing"
"398","0001604778","Qorvo, Inc.",3674,43,47428302.3255814,90864962.8791289,13856776.9323924,20269019.5380924,74587585.1130704,3674,3672.30423735342,"Manufacturing"
"399","0001606757","KIMBALL ELECTRONICS, INC.",3672,42,6991261.9047619,4816850.44380927,743256.15974616,5534479.83165943,8448043.97786438,3672,3671.96617719843,"Manufacturing"
"400","0001609258","PETROGAS COMPANY",1311,34,-3134289.26470588,18003855.5958345,3087635.76179566,-9186055.35782538,2917476.82841362,1311,1310.47427721392,"Mining"
"401","0001610250","Boot Barn Holdings, Inc.",5661,35,19965085.7142857,21140067.7699,3573323.64419604,12961371.3716615,26968800.05691,5661,5661.18998014992,"Retail Trade"
"402","0001613103","Medtronic plc",3845,43,949697674.418605,524184243.094686,79937347.6628181,793020472.999481,1106374875.83773,3845,3845.88176165686,"Manufacturing"
"403","0001617242","KEARNY FINANCIAL CORP.",6035,43,7470302.3255814,6525878.97212352,995187.213412445,5519735.387293,9420869.26386979,6035,6034.62148242832,"Finance/Insurance/Real Estate"
"404","0001618732","NUTANIX, INC.",7372,34,-112254147.058824,100737337.884262,17276310.9181738,-146115716.458444,-78392577.6592028,7372,7370.89274974741,"Services"
"405","0001618921","WALGREENS BOOTS ALLIANCE, INC.",5912,44,494704545.454545,1427946233.42766,215270994.412764,72773396.4055276,916635694.503563,5912,5910.3040493962,"Retail Trade"
"406","0001624794","CSW INDUSTRIALS, INC.",2891,41,11927682.9268293,12261211.5336108,1914879.53051597,8174519.04701797,15680846.8066406,2891,2891.20704673157,"Manufacturing"
"407","0001625288","NEXIEN BIOPHARMA, INC.",2834,35,-265499.685714286,419800.029226155,70959.1561671281,-404579.631801857,-126419.739626715,2834,2835.70758021501,"Manufacturing"
"408","0001627223","The Chemours Company",2800,42,71380952.3809524,145961062.696395,22522280.9380808,27237281.7423141,115524623.019591,2800,2799.70233866637,"Manufacturing"
"409","0001628908","Evolent Health, Inc.",8741,42,-19439666.6666667,74697627.6410654,11526094.1792373,-42030811.2579719,3151477.92463853,8741,8740.41880717838,"Services"
"410","0001629210","PARAMOUNT GOLD NEVADA CORP.",1000,39,-1497804.23076923,767870.382283311,122957.666676633,-1738801.25745543,-1256807.20408303,1000,1001.79603067329,"Mining"
"411","0001630113","BIOTRICITY INC.",3841,34,-2754637.44117647,2141529.16780935,367269.222320717,-3474485.11692508,-2034789.76542786,3841,3840.39313722523,"Manufacturing"
"412","0001633978","Lumentum Holdings Inc.",3669,39,7779487.17948718,68810552.9677686,11018506.809036,-13816786.1662233,29375760.5251976,3669,3668.96419920148,"Manufacturing"
"413","0001634117","BARNES & NOBLE EDUCATION, INC.",5940,42,-15585738.0952381,54441585.4194063,8400519.00746177,-32050755.3498632,879279.159386974,5940,5939.15908143269,"Retail Trade"
"414","0001636519","MADISON SQUARE GARDEN SPORTS CORP.",7990,38,-4626210.52631579,56606787.4481296,9182833.5054826,-22624564.1970617,13372143.1444301,7990,7990.7175746916,"Services"
"415","0001666138","Atkore Inc.",3690,37,71337027.027027,75089182.6983408,12344585.5931942,47141639.2643664,95532414.7896876,3690,3689.23818884721,"Manufacturing"
"416","0001694426","DELEK US HOLDINGS, INC.",2911,36,-6500000,146657786.311243,24442964.3852072,-54408210.1950061,41408210.1950061,2911,2910.41765534953,"Manufacturing"
