"cik","entityName","sic","n","mean_y","sd_y","se_y","y_lo","y_hi","sic_num","x","sic_division"
1376227,"United States Natural Gas Fund, LP",6221,67,17526993.0300809,161489751.325913,19729113.1887247,-21142068.8198195,56196054.8799814,6221,6220.72413840541,"Finance/Insurance/Real Estate"
1376986,"TENNESSEE VALLEY AUTHORITY",4911,67,152063996.70016,207397436.379448,25337629.5633994,102402242.755897,201725750.644423,4911,4912.13069312279,"Transportation/Public Utilities"
1377789,"AVIAT NETWORKS, INC.",3663,67,31707906.7603251,115815619.340787,14149129.8626453,3975612.22954021,59440201.2911099,3663,3662.92153344106,"Manufacturing"
1381668,"TFS FINANCIAL CORPORATION",6035,67,-334730.768144852,90555082.2327332,11063064.0800125,-22018336.3649694,21348874.8286797,6035,6034.36064473385,"Finance/Insurance/Real Estate"
1382230,"ESSA Bancorp, Inc.",6036,67,6062405.48843728,17601915.5006067,2150416.23631576,1847589.66525839,10277221.3116162,6036,6034.82646516623,"Finance/Insurance/Real Estate"
1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",7389,67,43774397.5998636,115199981.34989,14073917.7113728,16189518.8855729,71359276.3141543,7389,7391.04546455662,"Services"
1387467,"Alpha and Omega Semiconductor Limited",3674,67,40619358.6944019,121823463.672474,14883104.8664267,11448473.1562056,69790244.2325982,3674,3673.59248919397,"Manufacturing"
1390777,"THE BANK OF NEW YORK MELLON CORPORATION",6022,67,719084703.244564,540102520.518095,65984024.8271356,589756014.583378,848413391.90575,6022,6022.89725708568,"Finance/Insurance/Real Estate"
1396878,"United States Gasoline Fund, LP",6221,67,34560133.6568375,114662494.019454,14008253.1828649,7103957.41842229,62016309.8952527,6221,6219.97366470468,"Finance/Insurance/Real Estate"
1397016,"OPTEX SYSTEMS HOLDINGS, INC.",3827,67,2872765.38418182,16359438.7058277,1998623.536672,-1044536.7476953,6790067.51605893,3827,3825.84337776784,"Manufacturing"
1403161,"VISA INC.",7389,67,1846522594.71596,1383135820.01777,168976934.600874,1515327802.89824,2177717386.53367,7389,7389.16194189551,"Services"
1403475,"Bank of Marin Bancorp",6022,67,8216668.05624648,17627742.8691711,2153571.55158245,3995667.81514487,12437668.2973481,6022,6020.60538458049,"Finance/Insurance/Real Estate"
1405513,"United States 12 Month Natural Gas Fund, LP",6221,67,2570389.28873835,16621790.4085704,2030674.89842201,-1409733.5121688,6550512.0896455,6221,6221.7722366091,"Finance/Insurance/Real Estate"
1405528,"United States 12 Month Oil Fund, LP",6221,67,36739407.5673944,114773241.239912,14021783.1092522,9256712.67326004,64222102.4615288,6221,6222.38112696465,"Finance/Insurance/Real Estate"
1408534,"FIRST GUARANTY BANCSHARES, INC.",6035,67,6889898.5324594,17447925.7777883,2131603.39744245,2711955.8734722,11067841.1914466,6035,6034.21320672792,"Finance/Insurance/Real Estate"
1409375,"Orion Energy Systems, Inc.",3640,67,31306587.1477207,115193612.980129,14073139.6911776,3723233.35301265,58889940.9424287,3640,3640.3246750273,"Manufacturing"
1410738,"VoIP-PAL.COM INC.",3661,67,1814996.25575524,16747559.3822008,2046040.0240477,-2195242.19137825,5825234.70288873,3661,3659.91681918484,"Manufacturing"
1412665,"MIDWESTONE FINANCIAL GROUP, INC.",6022,67,8238438.65565083,22026956.8613166,2691021.08060736,2964037.33766041,13512839.9736413,6022,6021.15986654421,"Finance/Insurance/Real Estate"
1413837,"FIRST FOUNDATION INC.",6022,67,6798209.94754115,35129466.3192675,4291747.38075844,-1613614.91874539,15210034.8138277,6022,6020.96569860679,"Finance/Insurance/Real Estate"
1414382,"Concrete Leveling Systems, Inc.",3590,67,2719017.17551938,16363776.4230809,1999153.4731786,-1199323.63191069,6637357.98294944,3590,3589.1161967915,"Manufacturing"
1415744,"NORTHERN MINERALS & EXPLORATION LTD.",1040,67,2677257.90092618,16371066.5156448,2000044.09973643,-1242828.53455723,6597344.33640959,1040,1041.58891311468,"Mining"
1423221,"QUANEX BUILDING PRODUCTS CORPORATION",3350,67,-1536412.81789432,89995319.3196147,10994678.1559456,-23085982.0035477,20013156.367759,3350,3349.67564793753,"Manufacturing"
1434524,"CLEARSIGN TECHNOLOGIES CORPORATION",3823,67,1535526.17150817,16596761.8959961,2027617.17894774,-2438603.49922939,5509655.84224574,3823,3823.85090450524,"Manufacturing"
1436425,"HOME BANCORP, INC.",6036,67,8554563.9660051,17395424.6992963,2125189.36985498,4389192.80108934,12719935.1309209,6036,6036.9970602586,"Finance/Insurance/Real Estate"
1437517,"CYBERLOQ TECHNOLOGIES, INC.",7372,67,2624715.77722504,16380211.9066519,2001161.3870742,-1297560.54144039,6546992.09589047,7372,7372.47820595668,"Services"
1438133,"Tandem Diabetes Care, Inc.",3841,67,-11115248.5241509,29120873.6142855,3557680.94862745,-18088303.1834607,-4142193.8648411,3841,3841.85800817319,"Manufacturing"
1438943,"RANGE IMPACT, INC.",1600,67,2317101.69079648,16459853.2314817,2010891.12347645,-1624244.91121736,6258448.29281032,1600,1600.5415280569,"Construction"
1441236,"CLEARWATER PAPER CORPORATION",2631,67,3465130.2430863,97729807.9445666,11939596.3336361,-19936478.5708405,26866739.0570131,2631,2631.04099796905,"Manufacturing"
1442492,"Laredo Oil, Inc.",1311,67,2538187.57583302,16404981.8823662,2004187.52124394,-1390019.9658051,6466395.11747114,1311,1310.63080379606,"Mining"
1467373,"Accenture plc",7389,67,1027983184.07165,496116787.98859,60610312.324401,909186971.915829,1146779396.22748,7389,7389.54218055434,"Services"
1472494,"United States Brent Oil Fund, LP",6221,67,38493959.2987377,116651195.01016,14251211.6778903,10561584.4100727,66426334.1874027,6221,6223.36381669998,"Finance/Insurance/Real Estate"
1474903,"BGSF, INC.",7363,67,5409551.35980616,17974944.180811,2195988.94290528,1105413.03171181,9713689.6879005,7363,7363.45546300747,"Services"
1477246,"S&W SEED CO",100,67,1791649.91034993,17297542.9209888,2113231.20738654,-2350283.2561277,5933583.07682755,100,99.4643135515996,"Agriculture/Forestry/Fishing"
1479681,"NUTEX HEALTH INC.",7389,67,28342851.9773695,127200116.241967,15539967.5233386,-2115484.36837411,58801188.3231131,7389,7388.85706459751,"Services"
1481504,"XERIANT, INC.",3721,67,2317396.43703936,16466704.4975098,2011728.13884024,-1625590.7150875,6260383.58916623,3721,3721.0581671659,"Manufacturing"
1486957,"BWX TECHNOLOGIES, INC.",3510,67,30578494.3124343,102831993.608544,12562927.521207,5955156.37086862,55201832.254,3510,3509.05955592566,"Manufacturing"
1490906,"Capitol Federal Financial, Inc.",6035,67,1556540.29094286,90791081.1246035,11091895.933501,-20183575.7387192,23296656.3206049,6035,6034.26103114228,"Finance/Insurance/Real Estate"
1493594,"MACOM Technology Solutions Holdings, Inc.",3674,67,24450216.8113524,128863331.979512,15743161.6658391,-6406380.05369235,55306813.6763971,3674,3675.28295258529,"Manufacturing"
1497253,"Organovo Holdings, Inc.",2836,67,-3160522.71328,21073509.708274,2574538.97169704,-8206619.09780619,1885573.67124619,2836,2835.23457184275,"Manufacturing"
1499961,"MULLEN AUTOMOTIVE INC.",3711,67,-11180370.221183,49494954.3847338,6046771.0756236,-23032041.5294052,671301.087039307,3711,3711.17628483772,"Manufacturing"
1500217,"AMERICAN ASSETS TRUST, INC.",6798,67,10092971.4137663,17306271.0440171,2114297.51732718,5948948.27980501,14236994.5477276,6798,6799.6467744181,"Finance/Insurance/Real Estate"
1504008,"BankUnited, Inc.",6035,67,41335454.5180553,111927791.008842,13674156.0355789,14534108.6883206,68136800.34779,6035,6035.71249421949,"Finance/Insurance/Real Estate"
1504461,"NGL Energy Partners LP",4922,67,22238819.1093314,152643354.039837,18648353.7477297,-14311954.2362188,58789592.4548815,4922,4921.60025482154,"Transportation/Public Utilities"
1506251,"Citius Pharmaceuticals, Inc.",2834,67,657969.925070006,17059972.782734,2084207.39560031,-3427076.5703066,4743016.42044661,2834,2833.67077729665,"Manufacturing"
1511737,"UBIQUITI INC.",3663,67,38570510.9164531,106270595.556797,12983019.6105875,13123792.4797017,64017229.3532045,3663,3661.39580457824,"Manufacturing"
1517681,"PROPANC BIOPHARMA, INC.",2834,67,1999460.2510954,16513738.3456843,2017474.23793766,-1954789.25526242,5953709.75745322,2834,2833.69302413917,"Manufacturing"
1520697,"Acadia Healthcare Company, Inc.",8093,67,-9706402.91664331,145534183.302667,17779830.3089355,-44554870.3221569,25142064.4888703,8093,8091.64233569576,"Services"
1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",6022,67,8248687.83167674,17375598.6810373,2122767.23622048,4088064.04868461,12409311.6146689,6022,6020.51951329342,"Finance/Insurance/Real Estate"
1525306,"First America Resources Corporation",5065,67,2724978.07613285,16362745.2549782,1999027.49594446,-1193115.8159183,6643071.96818399,5065,5066.20271748588,"Wholesale Trade"
1529377,"ARES COMMERCIAL REAL ESTATE CORPORATION",6798,67,7855919.51083542,19317713.7396227,2360034.35380387,3230252.17737983,12481586.844291,6798,6798.10217310548,"Finance/Insurance/Real Estate"
1530425,"ARTISAN CONSUMER GOODS, INC.",1000,67,2450636.13309701,16559962.1809303,2023121.37820568,-1514681.76818613,6415954.03438015,1000,1001.59828156002,"Mining"
1530721,"CAPRI HOLDINGS LTD",3100,67,105130231.3519,144933537.306129,17706449.7212836,70425589.8981844,139834872.805616,3100,3100.08398804335,"Manufacturing"
1530950,"Post Holdings, Inc.",2040,67,28367073.2726217,117958494.573578,14410923.7391603,121662.743867557,56612483.8013759,2040,2039.78368219055,"Manufacturing"
1538495,"EARTH SCIENCE TECH, INC.",2834,67,2555658.10154686,16431435.0216734,2007419.28657457,-1378883.7001393,6490199.90323303,2834,2834.76990953752,"Manufacturing"
1544190,"SHEPHERD’S FINANCE, LLC",6153,67,2889110.48208878,16338696.7904653,1996089.50839729,-1023224.95436991,6801445.91854747,6153,6153.46611954687,"Finance/Insurance/Real Estate"
1549966,"Silvercrest Asset Management Group Inc.",6282,67,5610936.05160553,17661298.8738237,2157671.07002568,1381900.75435519,9839971.34885588,6282,6281.74256056137,"Finance/Insurance/Real Estate"
1552800,"TILE SHOP HOLDINGS, INC.",5700,67,5951561.00806912,17720080.1863167,2164852.35031148,1708450.40145862,10194671.6146796,5700,5699.23435978685,"Retail Trade"
1564708,"NEWS CORPORATION",2711,67,23431648.2061074,328239755.424732,40100868.535889,-55166054.1242351,102029350.53645,2711,2712.13767738689,"Manufacturing"
1567514,"Intra-Cellular Therapies, Inc.",2834,67,-12910530.2842122,25689174.7136297,3138432.20073619,-19061857.3976552,-6759203.1707693,2834,2832.43266596407,"Manufacturing"
1570132,"ANVI GLOBAL HOLDINGS, INC.",5400,67,2689709.26641407,16368900.9080614,1999779.52866128,-1229858.60976205,6609277.14259018,5400,5399.69155720304,"Retail Trade"
1570585,"Liberty Global Ltd.",4841,67,121368880.909329,1740492887.84139,212635049.013684,-295395815.157492,538133576.976149,4841,4841.06553228307,"Transportation/Public Utilities"
1571996,"Dell Technologies Inc.",3571,67,242304039.832701,834241063.956195,101918767.242741,42543256.0369284,442064823.628474,3571,3570.71688032396,"Manufacturing"
1579877,"OUTFRONT Media Inc.",6798,67,5335092.76213161,117172620.621644,14314913.9551184,-22722138.5899005,33392324.1141637,6798,6796.84166050907,"Finance/Insurance/Real Estate"
1583107,"THERAVANCE BIOPHARMA, INC.",2834,67,-9938426.2256972,119852749.39522,14642343.7981896,-38637420.0701488,18760567.6187544,2834,2835.55462783257,"Manufacturing"
1584509,"Aramark",5812,67,68069156.8896976,93981282.2859569,11481641.0367684,45565140.4576315,90573173.3217637,5812,5811.74998467864,"Retail Trade"
1589150,"REGEN BIOPHARMA, INC.",2834,67,2172729.43660854,20252191.3182054,2474198.96034274,-2676700.52566324,7022159.39888031,2834,2834.26303132062,"Manufacturing"
1589526,"BLUE BIRD CORPORATION",3713,67,35488894.2650661,114163891.543941,13947339.1954768,8152109.44193161,62825679.0882005,3713,3710.59550682077,"Manufacturing"
1590976,"MALIBU BOATS, INC.",3730,67,12110196.0842482,23348628.3874882,2852488.95658129,6519317.7293489,17701074.4391476,3730,3732.28087374306,"Manufacturing"
1591698,"PAYLOCITY HOLDING CORPORATION",7372,67,16153953.8473144,24024845.5208579,2935102.02802928,10401153.872377,21906753.8222518,7372,7371.99263185503,"Services"
1598665,"Heritage Insurance Holdings, Inc.",6331,67,-3091202.13876153,90572004.8820484,11065131.5106764,-24778859.8996873,18596455.6221642,6331,6331.695331401,"Finance/Insurance/Real Estate"
1600033,"e.l.f. Beauty, Inc.",2844,67,9679752.9720338,19920275.7447171,2433649.01915647,4909800.89448712,14449705.0495805,2844,2845.10854780946,"Manufacturing"
1603345,"AGENTIX CORP.",2836,67,1978000.13145546,17291824.8465176,2112532.63340561,-2162563.83001953,6118564.09293045,2836,2836.06000514226,"Manufacturing"
1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",3086,67,25052860.5809671,63219423.0366373,7723481.78491218,9914836.28253918,40190884.8793949,3086,3085.3236079112,"Manufacturing"
1604778,"Qorvo, Inc.",3674,67,25423417.5021854,117821347.852055,14394168.6003965,-2789152.95459175,53635987.9589625,3674,3672.30423735342,"Manufacturing"
1606757,"KIMBALL ELECTRONICS, INC.",3672,67,8870161.33894307,17543047.8239923,2143224.40497323,4669441.50519554,13070881.1726906,3672,3671.96617719843,"Manufacturing"
1609258,"PETROGAS COMPANY",1311,67,1124402.15460335,21003090.3147585,2565935.87351934,-3904832.15749456,6153636.46670125,1311,1310.47427721392,"Mining"
1610250,"Boot Barn Holdings, Inc.",5661,67,15198517.9108718,23441335.4710679,2863814.92947011,9585440.64911037,20811595.1726332,5661,5661.18998014992,"Retail Trade"
1613103,"Medtronic plc",3845,67,869490379.332483,509300697.737394,62220983.252856,747537252.156886,991443506.508081,3845,3845.88176165686,"Manufacturing"
1617242,"KEARNY FINANCIAL CORP.",6035,67,9147528.41360813,17871704.3102107,2183376.18527863,4868111.09046201,13426945.7367542,6035,6034.62148242832,"Finance/Insurance/Real Estate"
1618732,"NUTANIX, INC.",7372,67,-55329141.162053,94016420.8529202,11485933.8959698,-77841571.5981538,-32816710.7259521,7372,7370.89274974741,"Services"
1618921,"WALGREENS BOOTS ALLIANCE, INC.",5912,67,319905575.822227,1181405408.86733,144331642.360856,37015556.79495,602795594.849504,5912,5910.3040493962,"Retail Trade"
1624794,"CSW INDUSTRIALS, INC.",2891,67,11612240.3140696,19555264.9232578,2389055.84991475,6929690.84823667,16294789.7799025,2891,2891.20704673157,"Manufacturing"
1625288,"NEXIEN BIOPHARMA, INC.",2834,67,2587939.7618013,16389222.3430248,2002262.18707928,-1336494.12487409,6512373.6484767,2834,2835.70758021501,"Manufacturing"
1627223,"The Chemours Company",2800,67,40270707.5442907,151104396.182576,18460340.1214203,4088440.90630683,76452974.1822745,2800,2799.70233866637,"Manufacturing"
1628908,"Evolent Health, Inc.",8741,67,-9523604.01177323,63105288.9328511,7709538.08487052,-24634298.6581194,5587090.63457299,8741,8740.41880717838,"Services"
1629210,"PARAMOUNT GOLD NEVADA CORP.",1000,67,1865128.58066008,16535063.9037505,2020079.56951719,-2094227.37559361,5824484.53691378,1000,1001.79603067329,"Mining"
1630113,"BIOTRICITY INC.",3841,67,1304057.88515774,16721634.464586,2042872.79126772,-2699972.78572698,5308088.55604247,3841,3840.39313722523,"Manufacturing"
1633978,"Lumentum Holdings Inc.",3669,67,37748850.9450086,124681423.402789,15232260.2186719,7893620.91641164,67604080.9736055,3669,3668.96419920148,"Manufacturing"
1634117,"BARNES & NOBLE EDUCATION, INC.",5940,67,23421337.0747057,125182114.465196,15293429.3675604,-6553784.48571271,53396458.6351242,5940,5939.15908143269,"Retail Trade"
1636519,"MADISON SQUARE GARDEN SPORTS CORP.",7990,67,5417516.50159409,52830795.0392824,6454308.87485098,-7232928.89311382,18067961.896302,7990,7990.7175746916,"Services"
1666138,"Atkore Inc.",3690,67,30225326.839272,114097146.369295,13939184.9745768,2904524.28910134,57546129.3894426,3690,3689.23818884721,"Manufacturing"
1694426,"DELEK US HOLDINGS, INC.",2911,67,29475161.6807977,156950464.529077,19174551.0429814,-8106958.36344581,67057281.7250412,2911,2910.41765534953,"Manufacturing"
