"","cik","entityName","loc","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2","2023Q3","2023Q4","2024Q1","2024Q2","2024Q3","2024Q4","sic","sicDescription"
"193","0001171838","SUNDANCE STRATEGIES, INC.","US-UT",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3476,-1333,-1866,NA,-4606,-1897,-2217,NA,-3580,-3984,-15963,-104651,-1063917,-341518,1291380,NA,-58364,-2906,-105952,20482,193576,-85049,-519939,495141,640547,179126,608722,NA,-24784476,-507374,-308851,NA,-890089,-336507,-473217,NA,-369849,-404925,-331907,NA,-251086,-332593,-479560,NA,-101215,-254645,-230531,NA,-301596,-250941,-671851,NA,-338192,-200984,-363063,NA,-436429,-268403,-260993,6411,"Insurance Agents, Brokers & Service"
"194","0001175535","Whitestone REIT","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,166000,177000,NA,185000,-196000,578000,556000,793000,431000,163000,-1337000,949000,970000,614000,1261000,2372000,1252000,1100000,2862000,1594000,1534000,1570000,2051000,4997000,1484000,949000,532000,1440000,1983000,2993000,1921000,3181000,1954000,7835000,8457000,2774000,3327000,1807000,15776000,NA,NA,NA,NA,1415000,5126000,2899000,2608000,7078000,4338000,3915000,19939000,3847000,11306000,2486000,1541000,9340000,2592000,7624000,17337000,6798,"Real Estate Investment Trusts"
"195","0001190370","INNOVATIVE DESIGNS, INC.","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-77880,NA,199940,-149651,-67628,32405,108019,-183929,-97283,-281521,-6972,-117160,55316,-73945,34694,-202663,-123249,-142852,-15590,-90448,-233958,-171604,-133212,-131563,-116456,-251192,-119240,-160751,-186966,-166098,-146249,-158023,-154221,-124389,-250368,-128734,-154221,-327808,-68890,-62394,-54005,NA,-35965,-123485,13153,NA,-132040,-275816,212357,NA,-44730,-112591,-83964,NA,-63393,22228,-59082,NA,36201,2390,"Miscellaneous Fabricated Textile Products"
"196","0001209709","CERES TACTICAL SYSTEMATIC L.P.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28562764,-10464576,NA,1242249,-46009361,19994645,NA,-14180161,-21875702,-10210464,NA,4550853,1612327,-25399190,NA,-27584929,6796722,10389663,NA,12643216,-32120639,12156666,NA,-608507,-4132626,-8814409,NA,-2457004,-2941600,-4246750,NA,-395569,-2486623,-4481679,NA,1965552,1220658,-1621893,-3279451,-3954740,-4539763,338045,3226235,3218817,4858857,1821597,-2782271,7238932,3049750,396672,-1941642,-4410852,2048237,2307202,-6821297,5604078,1314809,-5614187,1315572,6221,"Commodity Contracts Brokers & Dealers"
"197","0001227265","CERES ORION L.P.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,-12991075,16063446,NA,14789872,-32370903,19561177,NA,-2848266,-32841145,13446679,NA,-2912585,-28391692,-42289686,NA,-14743202,45872369,25424051,NA,58867275,-131583415,62434545,NA,49897363,-21705435,-33647949,NA,-12367132,-42728211,-26259586,NA,-30522371,12320845,-2414504,NA,22358370,6811376,12390214,-15868971,-6860547,-16159107,15053139,11712242,17924749,23035224,10962588,1829654,41372720,13561005,18216567,-27549796,-11314847,16822210,-6546594,-26725982,32739670,-15678983,-22526226,-3111739,6221,"Commodity Contracts Brokers & Dealers"
"198","0001282648","Battalion Oil Corp","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,2729000,1564000,NA,-9911000,8936000,11776000,NA,-33322000,7659000,-20181000,NA,5465000,37088000,-854827000,NA,-72964000,-67477000,197635000,NA,-587641000,-1088612000,147075000,NA,-539999000,-374303000,NA,-479193000,189352000,20177000,419287000,-93130000,-2598000,-16274000,-81837000,146668000,-336559000,-640844000,-63284000,-10460000,114491000,-127316000,-153125000,-63757000,-33375000,-33929000,13052000,25935000,-92744000,13047000,105888000,-7652000,22811000,-4748000,-53799000,32688000,-31203000,-105000,21628000,-22202000,1311,"Crude Petroleum & Natural Gas"
"199","0001295947","PRESTIGE CONSUMER HEALTHCARE INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,9606000,11022000,2178000,NA,14768000,12949000,9510000,-15000,14655000,19244000,12257000,19349000,20692000,32792000,3130000,16001000,16732000,16463000,21293000,23772000,26173000,31803000,27995000,13936000,-5531000,32195000,31641000,11090000,33759000,30705000,314793000,-39687000,34466000,30841000,38167000,-139274000,33925000,33252000,38058000,37046000,43706000,44589000,40873000,NA,57755000,45325000,50215000,NA,55272000,51023000,51951000,NA,53276000,53559000,53046000,NA,49068000,54377000,61032000,2834,"Pharmaceutical Preparations"
"200","0001314052","ANAVEX LIFE SCIENCES CORP.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1965695,NA,-1886751,-1972386,-1578884,NA,-2174656,-910201,-4542618,NA,-453517,-106100,-151924,NA,358637,-1018860,-1009090,NA,-786718,-1724859,-4240244,NA,-3954509,-2030801,-2240356,NA,-3146659,-1549087,-3610085,NA,-4059165,-4752024,-2849164,NA,-6919731,-7246904,-6521926,NA,-6591925,-7236697,-6486622,NA,-7855065,-8155222,-10180141,NA,-10882367,-10437811,-12367341,NA,-12972000,-13107000,-11280000,NA,-8622000,-10546000,-12214000,NA,-12111000,2836,"Biological Products, (No Diagnostic Substances)"
"201","0001319161","Warner Music Group Corp.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.5e+07,NA,NA,NA,-4.6e+07,-3.1e+07,-2.6e+07,-3.6e+07,-3.2e+07,NA,-8e+07,2e+06,-6.3e+07,-5.7e+07,-3.7e+07,-6e+07,-1.85e+08,-2.6e+07,-4.2e+07,1.8e+07,-4.4e+07,-2.3e+07,2.7e+07,1.1e+07,-9e+06,-4e+06,2.2e+07,1.9e+07,1.41e+08,-3.9e+07,4e+06,-3e+06,3.2e+08,-1.4e+07,8.6e+07,6.7e+07,1.3e+07,9e+07,1.2e+08,-7.4e+07,-5.2e+08,NA,9.8e+07,1.17e+08,6.1e+07,NA,1.87e+08,9.2e+07,1.24e+08,NA,1.22e+08,3.4e+07,1.22e+08,NA,1.59e+08,9.6e+07,1.39e+08,NA,2.36e+08,7900,"Services-Amusement & Recreation Services"
"202","0001320414","SELECT MEDICAL HOLDINGS CORP","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,24462000,8009000,NA,33672000,11719000,25596000,36859000,41542000,43172000,24110000,39406000,34418000,27780000,23272000,28920000,33044000,35341000,26530000,25712000,35063000,36940000,29406000,29327000,54833000,33935000,6471000,20172000,15870000,42055000,18462000,100797000,33739000,46511000,32917000,24673000,40834000,44816000,30732000,32067000,53125000,51650000,76946000,77274000,110546000,164894000,76928000,NA,49117000,55207000,27166000,NA,70805000,78237000,48180000,46269000,96897000,77563000,55628000,-16050000,8060,"Services-Hospitals"
"203","0001334978","CLEAR CHANNEL OUTDOOR HOLDINGS, INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,-9127000,-34894000,NA,-9541000,26695000,3213000,22579000,-43870000,-8116000,17284000,-148410000,-74278000,8908000,4218000,12692000,-96870000,51037000,-7063000,43306000,-33518000,1410000,-22581000,-41383000,139659000,-70414000,-32476000,98301000,-30804000,-7485000,-64208000,-541851000,-128422000,-50383000,-65088000,25653000,-164167000,-10939000,-215298000,27100000,-277491000,-137198000,-135937000,-32113000,-332353000,-124580000,-40831000,NA,-89868000,-65664000,-39757000,98685000,-34912000,-37297000,-263490000,24777000,-89667000,-39170000,-32540000,-17877000,7310,"Services-Advertising"
"204","0001367859","CITIZENS COMMUNITY BANCORP, INC.","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,162000,NA,-239000,80000,176000,NA,-414000,66000,260000,NA,260000,333000,166000,NA,303000,321000,558000,NA,715000,596000,612000,NA,847000,675000,875000,NA,940000,934000,1083000,NA,1340000,1341000,503000,1099000,1261000,953000,4107000,1234000,3169000,2606000,3069000,3480000,3570000,5506000,4706000,4997000,6057000,4706000,4366000,3993000,4696000,3662000,3206000,2498000,3693000,4088000,3675000,3286000,2702000,6035,"Savings Institution, Federally Chartered"
"205","0001376986","TENNESSEE VALLEY AUTHORITY","US-TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99e+08,NA,-4.8e+07,2.53e+08,-2.4e+08,NA,-1.73e+08,-9.4e+07,-2.3e+07,NA,-2.45e+08,5.4e+07,-1.2e+07,4.74e+08,-6.7e+07,2.95e+08,-8.1e+07,3.22e+08,8.1e+07,4.96e+08,3.2e+07,5.02e+08,-3.7e+07,3.18e+08,2.91e+08,6.61e+08,1.02e+08,2.11e+08,2.33e+08,1.39e+08,2.88e+08,4.62e+08,4.7e+08,-1.01e+08,4.23e+08,2.41e+08,1.65e+08,5.88e+08,1.92e+08,2.55e+08,2.05e+08,7e+08,1.84e+08,4.56e+08,2.69e+08,NA,1.1e+07,2.09e+08,2.56e+08,NA,1.01e+08,4.8e+07,-5.8e+07,NA,1.27e+08,3.07e+08,1.81e+08,NA,1.25e+08,4911,"Electric Services"
"206","0001382230","ESSA Bancorp, Inc.","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1068000,NA,1012000,1215000,1241000,1790000,886000,659000,794000,-2124000,2879000,2040000,1876000,2028000,2004000,1502000,2626000,2372000,2596000,2432000,2457000,2306000,1957000,2129000,2112000,1529000,1937000,1631000,1762000,2009000,-1638000,2263000,2821000,3085000,3009000,2859000,3047000,3708000,3410000,3407000,3777000,3822000,4135000,4340000,4026000,3923000,4613000,4592000,5039000,NA,4866000,4685000,4396000,NA,4337000,4562000,3914000,NA,3956000,6036,"Savings Institutions, Not Federally Chartered"
"207","0001397016","OPTEX SYSTEMS HOLDINGS, INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,-210000,NA,51000,-17000,-35000,NA,-49000,-69000,-137000,NA,41000,-106000,-79000,NA,-13000,-142000,-399000,NA,-2830000,3642000,-1014000,NA,-245000,-310000,199000,NA,354000,-149000,-963000,NA,-94000,2631000,586000,NA,2025000,-973000,376000,NA,-679000,1944000,-95000,NA,1087000,-602000,1374000,NA,29000,-151000,428000,NA,-223000,479000,576000,NA,431000,1062000,1261000,NA,844000,3827,"Optical Instruments & Lenses"
"208","0001403475","Bank of Marin Bancorp","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3338000,3359000,NA,4509000,3439000,4233000,3383000,4940000,4951000,3224000,4702000,4866000,3055000,4004000,NA,4533000,5168000,5378000,NA,4457000,4286000,4773000,NA,5646000,4837000,6964000,NA,4548000,5186000,5132000,NA,6389000,7891000,8680000,NA,7479000,8235000,9448000,NA,7228000,7406000,7491000,NA,8947000,9285000,5282000,9714000,10465000,11066000,12174000,12881000,9440000,4551000,5295000,610000,2922000,-21902000,4570000,6001000,6022,"State Commercial Banks"
"209","0001408534","FIRST GUARANTY BANCSHARES, INC.","US-LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,3379000,2867000,NA,2396000,2394000,2165000,NA,3051000,2963000,3033000,NA,2089000,2132000,2258000,NA,2785000,2670000,2971000,NA,3394000,3862000,3882000,NA,3151000,4401000,3379000,NA,3251000,2932000,3062000,NA,3601000,4597000,3397000,NA,3132000,3213000,3847000,NA,3825000,5184000,5182000,NA,5023000,6434000,7791000,NA,7585000,8124000,8053000,5122000,3468000,2676000,1772000,1303000,2310000,7201000,1927000,1010000,6035,"Savings Institution, Federally Chartered"
"210","0001409375","Orion Energy Systems, Inc.","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,-536000,540000,-182000,NA,-792000,1358000,74000,-157000,-1940000,-9659000,651000,549000,-781000,2403000,1018000,-8839000,-4359000,-18346000,-4663000,-4693000,-3651000,-3600000,-2004000,-10871000,-2940000,-970000,-1086000,-7292000,-6564000,-3669000,-1433000,-1462000,-2692000,-2438000,-662000,-882000,3968000,6721000,2304000,-531000,-2219000,1914000,4315000,22124000,2510000,3659000,1102000,-1180000,-2835000,-2331000,-24059000,-5116000,-6637000,-4388000,-2256000,1610000,-3758000,-3625000,-1508000,3640,"Electric Lighting & Wiring Equipment"
"211","0001481504","XERIANT, INC.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13809,-3927,NA,-13431,-4699,-4697,NA,-8783,-368,-18400,-81591,8154,-4708,-13157,-178749,-142037,NA,-137691,-78632,-151307,NA,-253358,-149367,-160093,NA,-156938,-176858,-255973,NA,-231693,-207723,-207723,NA,-134183,-25105,-29265,NA,-19166,-277031,-292960,NA,-327073,-1193349,-334443,NA,-4447915,-5526483,-2804638,NA,-4817521,-1294362,-389738,NA,-342012,-1199183,-376327,NA,-372222,-410050,3721,"Aircraft"
"212","0001504008","BankUnited, Inc.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,51164000,45039000,NA,-67660000,43995000,45553000,41280000,50272000,48929000,49557000,62502000,48226000,54008000,54309000,52393000,55271000,48543000,53567000,46834000,46457000,46637000,102303000,56263000,54874000,56725000,50848000,63294000,62293000,66407000,67779000,417794000,85235000,89900000,97328000,52403000,65972000,81451000,76219000,89456000,-30951000,76508000,66559000,85737000,98814000,103974000,86941000,125255000,67150000,65764000,87850000,64207000,52882000,57996000,46981000,20812000,47980000,53733000,61452000,69302000,6035,"Savings Institution, Federally Chartered"
"213","0001525306","First America Resources Corporation","US-IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-2205,-24387,NA,-21733,-3220,-34525,NA,-18733,-23212,-5319,NA,-29957,-33243,-1251,NA,-2760,-16133,-11107,NA,-1716,-25480,-4183,NA,-4986,-18673,-370,NA,-8771,-3062,-3641,NA,-8550,-2525,-2533,NA,-8550,-2533,-2541,NA,-8550,-2525,-2533,NA,-8550,-2623,-1700,NA,-7873,-3373,-2822,NA,-13666,-11466,105383,25147,-1250,-33908,5065,"Wholesale-Electronic Parts & Equipment, NEC"
"214","0000006845","APOGEE ENTERPRISES, INC.","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122000,-2322000,NA,-2177000,-1677000,5536000,2963000,1606000,5057000,8052000,4396000,4159000,6121000,9668000,8038000,6102000,16791000,13736000,13887000,12126000,14760000,18521000,19935000,17722000,22397000,22552000,23119000,16104000,17409000,23646000,22329000,15373000,20513000,21891000,-12083000,15443000,19279000,15234000,11958000,2876000,17658000,37273000,NA,10817000,-2116000,11057000,NA,22731000,37389000,23765000,NA,23576000,33327000,26974000,NA,31011000,30566000,20989000,3231,"Glass Products, Made of  Purchased Glass"
"215","0000008947","AZZ Inc.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9646755,9717542,NA,9465000,9606000,10021000,11644000,15986000,15873000,15364000,13233000,14547000,16363000,18445000,10242000,14925000,13769000,19965000,16283000,22674000,14866000,22822000,15182000,22189000,10159000,16646000,12270000,12062000,9786000,-166000,23487000,15718000,11244000,15395000,8851000,21284000,15558000,22035000,-10643000,5541000,-1790000,19703000,16160000,22337000,18978000,21085000,NA,24077000,-57570000,-20542000,NA,28522000,28332000,26890000,NA,39602000,35419000,33603000,3470,"Coating, Engraving & Allied Services"
"216","0000015357","CHASE GENERAL CORP","US-MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39374,135994,-68849,NA,-35037,99743,-106933,NA,10551,140577,-55765,NA,11137,135832,-57951,NA,34701,142539,-34803,NA,-3746,72686,-78515,NA,-27927,-483,-114145,NA,-56847,72394,-120457,NA,1292,182338,-182585,NA,4298,209649,-174264,NA,105863,398636,-90086,NA,47112,113705,-65250,NA,86431,225417,-83024,NA,-559,44891,-105897,NA,-17613,136215,2060,"Sugar & Confectionery Products"
"217","0000031667","EDUCATIONAL DEVELOPMENT CORPORATION","US-OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190200,776900,NA,300200,126200,724900,NA,350200,138200,525700,NA,66600,56400,547800,-313200,239700,-3900,526400,97000,324600,644400,1258500,-108200,620200,318500,1274200,824100,1225300,1036900,2128400,824100,1816600,1490700,2815600,555500,1363600,1007600,2735800,538100,1931100,4255000,4269600,2168300,3438100,1898200,2646600,323900,215800,-801900,900,-1919700,-872800,1061700,1972100,-1614600,-1279000,-1803400,-835700,5190,"Wholesale-Miscellaneous Nondurable Goods"
"218","0000033002","ENNIS, INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12129000,9643000,NA,11424000,9712000,6892000,3330000,3879000,7592000,6170000,7074000,8506000,9801000,9349000,-14467000,8032000,10016000,-71179000,8598000,8763000,9611000,8595000,4845000,6683000,6784000,5740000,7210000,7784000,8540000,8274000,8160000,9247000,9567000,10419000,8204000,9632000,9533000,10553000,8574000,4185000,6421000,8363000,NA,7304000,7460000,7563000,NA,11627000,12194000,11286000,NA,11635000,10910000,9906000,NA,10687000,10308000,10204000,2761,"Manifold Business Forms"
"219","0000034563","FARMER BROTHERS CO","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9873000,-8912000,-13196000,-22336000,-7280000,-3813000,-5211000,-10272000,2979000,-7157000,-1306000,-2978000,1806000,4709000,2506000,3111000,2515000,2896000,-2572000,-2187000,-1074000,5561000,1192000,84239000,841000,-17060000,-2193000,-1837000,4654000,7754000,-2193000,133000,-2986000,-10100000,-39777000,-8760000,4654000,7754000,-39777000,-9718000,-6270000,-17725000,-13684000,NA,-2424000,-5420000,-4040000,NA,-7374000,-13608000,-11423000,NA,-1307000,2704000,-682000,NA,-5002000,210000,2090,"Miscellaneous Food Preparations & Kindred Products"
"220","0000037472","FLEXSTEEL INDUSTRIES, INC.","US-IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2343000,2131000,2455000,3488000,2378000,2948000,3343000,4399000,2872000,2922000,3118000,4240000,3768000,1170000,4420000,5632000,4878000,4685000,6956000,5780000,5763000,5366000,6944000,6164000,4752000,5389000,7624000,6021000,6180000,6221000,3079000,2186000,1296000,1566000,-15552000,-19915000,9551000,-5384000,-5270000,-25741000,3879000,8450000,4878000,5841000,4353000,-7545000,5316000,-271000,289000,2853000,1475000,10161000,752000,3051000,1803000,4922000,4140000,9054000,2510,"Household Furniture"
"221","0000054187","MAYS J W INC","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174955,-182974,203216,NA,372177,313745,140159,NA,500774,-10968,73037,NA,436024,-57050,218315,NA,438672,328913,421962,NA,401375,222726,451391,NA,462025,323562,606234,NA,395395,2453929,318172,-193355,-79194,293960,655935,NA,128544,-57281,-585023,NA,-415424,-54107,-41921,NA,-390750,-195830,-57037,NA,59517,44738,-39160,NA,-192544,-98059,-84880,NA,26657,-157681,6512,"Opeators of  Nonresidential Buildings"
"222","0000065312","EVI Industries, Inc.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131952,82114,91841,NA,233498,15396,73684,NA,151839,125155,249887,NA,425771,477306,314677,NA,463961,484412,431961,NA,157032,379000,774000,NA,352000,1329000,890000,NA,563000,1510000,1136000,NA,796000,1265000,466000,NA,580000,263000,-12000,NA,518000,NA,625000,NA,2019000,528000,NA,NA,2847000,2224000,2750000,NA,1282000,1341000,956000,NA,3231000,1129000,7200,"Services-Personal Services"
"223","0000069422","THE INTERGROUP CORPORATION","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,8602000,NA,NA,-3075000,1000,1519000,NA,589000,-1180000,-199000,NA,282000,-5471000,-335000,NA,-763000,-289000,4341000,NA,469000,-4295000,-2914000,NA,1191000,-1716000,-147000,NA,-412000,-1205000,528000,NA,630000,-1027000,1051000,NA,336000,248000,-2580000,NA,4550000,-65000,1110000,NA,-2161000,-2003000,-466000,NA,-199000,1890000,-356000,NA,-1244000,-1529000,-3164000,NA,-398000,-2725000,6513,"Operators of  Apartment Buildings"
"224","0000070502","NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37196000,87447000,79337000,NA,-84032000,-26761000,-37243000,NA,12641000,59382000,88423000,NA,155548000,24925000,28302000,NA,20401000,-35705000,-33979000,NA,43325000,-24137000,-172981000,NA,-131571000,392729000,97558000,NA,9133000,177573000,219415000,NA,47965000,119260000,-70932000,NA,-322422000,241592000,-275564000,NA,144416000,160016000,377734000,NA,-89894000,135098000,261077000,NA,161681000,189737000,162896000,NA,227857000,148443000,31470000,NA,-163844000,144443000,6159,"Miscellaneous Business Credit Institution"
"225","0000073290","BIOMERICA, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12186,137,73403,NA,117792,195092,181445,NA,291640,236919,-35614,NA,-167714,-243357,26544,NA,-219268,-238028,-117193,NA,-72335,-66768,-135002,NA,-55417,-202887,-304141,NA,-207059,-268661,-322491,NA,-451740,-477244,-678746,NA,-506296,-485260,-860926,NA,-1892394,-1718098,-2124541,NA,-1542581,-1125274,-104168,NA,-2072000,-1626000,-1650000,NA,-1132000,-1507000,-1918000,NA,-1316000,-950000,2835,"In Vitro & In Vivo Diagnostic Substances"
"226","0000095029","STURM, RUGER & COMPANY, INC.","US-CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6041000,NA,7947000,10813000,10737000,10518000,15480000,18014000,17349000,19786000,23718000,32308000,28671000,26575000,24319000,22286000,6781000,-14758000,15503000,17560000,11963000,17100000,23278000,23515000,19850000,20829000,22224000,10199000,9370000,10350000,14264000,15189000,9206000,12274000,13033000,6233000,4817000,8208000,15338000,18594000,24753000,31713000,38192000,44384000,35202000,38121000,30232000,20757000,18389000,18954000,14350000,16185000,7431000,10249000,7084000,8264000,4738000,10477000,3480,"Ordnance & Accessories, (No Vehicles/Guided Missiles)"
"227","0000096793","SUNLINK HEALTH SYSTEMS, INC.","US-GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2768000,-1766000,-314000,-11255000,-1555000,-935000,-1543000,5114000,-1424000,3935000,-186000,2163000,-1158000,227000,-964000,1350000,-413000,977000,-411000,92000,-1668000,-9346000,-1835000,-1234000,3023000,3098000,-1025000,-2408000,-277000,726000,-588000,NA,-880000,305000,1042000,NA,-261000,-42000,-158000,NA,-340000,3074000,-531000,NA,1939000,-593000,-990000,NA,-1558000,1951000,-762000,NA,-1344000,-3075000,-1396000,NA,-549000,-1343000,8062,"Services-General Medical & Surgical Hospitals, NEC"
"228","0000100378","TWIN DISC INC","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2656000,4034000,4548000,NA,9581000,5840000,9984000,NA,1231000,3360000,-757000,NA,1277000,518000,-475000,NA,4043000,3747000,2946000,NA,-4323000,-2301000,-963000,NA,-2696000,-2912000,-1849000,NA,NA,-4113000,4308000,NA,2862000,4073000,4560000,NA,-6311000,-6516000,-25230000,NA,-3979000,-4313000,94000,NA,1920000,-3836000,2231000,NA,-1422000,1746000,3281000,NA,-1173000,930000,3822000,NA,-2765000,919000,3560,"General Industrial Machinery & Equipment"
"229","0000100726","UNIFI, INC.","US-NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10235000,5385000,-4045000,NA,286000,-7608000,7535000,11278000,2294000,2426000,1399000,10516000,8870000,6443000,4743000,8767000,7077000,9418000,10016000,15640000,8025000,6464000,9689000,10237000,9403000,4591000,9177000,9704000,8960000,11802000,176000,10764000,1812000,1171000,-1529000,1002000,3712000,409000,-41111000,-20247000,3432000,7464000,4758000,13419000,8680000,929000,2066000,3496000,-7834000,-18037000,-5184000,-15289000,-13270000,-19846000,-10295000,-3984000,-7632000,-11392000,2200,"Textile Mill Products"
"230","0000103595","VILLAGE SUPER MARKET, INC.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3934000,6616000,1668000,NA,6736000,9147000,6543000,NA,5855000,9104000,4622000,NA,-6831000,2818000,3188000,NA,3879000,6603000,13206000,NA,4430000,6284000,5882000,NA,4109000,5992000,6015000,NA,3016000,9511000,6542000,NA,6269000,7571000,4970000,NA,2567000,2005000,11152000,NA,3360000,4555000,2574000,NA,7328000,10129000,-3231000,NA,11081000,12322000,11017000,NA,11585000,14480000,8966000,NA,12803000,16896000,5411,"Retail-Grocery Stores"
"231","0000316253","ENZO BIOCHEM, INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1122000,-5708000,-2110000,-4020000,-4494000,-4221000,-3411000,-27143000,-3691000,-5674000,-5770000,-3102000,-2787000,-3566000,-455000,-3169000,-3729000,-4091000,-2907000,8442000,4434000,6832000,-2115000,36135000,-1474000,-1053000,-71000,94000,-640000,-901000,-3016000,-5758000,-5978000,-8408000,22265000,-5390000,-7648000,-7687000,-9890000,-3325000,299000,NA,NA,NA,-2319000,-2655000,NA,NA,NA,NA,NA,NA,-6616000,-3061000,-3020000,NA,-3376000,-1535000,2836,"Biological Products, (No Diagnostic Substances)"
"232","0000355019","FONAR CORPORATION","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385000,1363000,1184000,NA,1513000,1536000,1292000,NA,1452000,1349000,1076000,NA,2437000,2143000,1739000,NA,2535000,2658000,2019000,NA,2862000,3493000,3005000,NA,3571000,4242000,5900000,NA,3719000,4189000,3481000,NA,3318000,3552000,3863000,NA,3299000,3104000,1261000,NA,2508000,3111000,3868000,NA,3887000,4020000,2291000,NA,2047000,2232000,3860000,NA,4106000,3759000,1872000,NA,3135000,1964000,3845,"Electromedical & Electrotherapeutic Apparatus"
"233","0000704172","PHI GROUP, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79104,-303019,-284281,NA,-128578,-61486,-134218,NA,-236514,-207543,-241776,NA,216692,-141420,-166003,NA,-200089,-136553,-256537,NA,19874,28635,-176948,NA,-375532,-277181,-309219,NA,-561418,-435234,-677029,NA,-917683,-407042,321474,NA,-353432,-226717,-1285643,NA,-336264,-212867,NA,NA,NA,NA,NA,NA,-1821013,-616942,-1778712,NA,-2989904,-1711938,-1690405,NA,-1076674,-949315,8741,"Services-Management Services"
"234","0000712770","ONE LIBERTY PROPERTIES, INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2846000,NA,2732000,5142000,2765000,3085000,3223000,5750000,18414000,4933000,3450000,7736000,3211000,3478000,3273000,4640000,2620000,11583000,7856000,3682000,3788000,5191000,3287000,12441000,4299000,4395000,2865000,9972000,7105000,4205000,5851000,4517000,10147000,150000,3971000,4112000,5118000,4810000,7826000,2284000,13725000,3572000,2962000,23329000,6059000,6507000,9323000,16767000,7204000,8883000,5386000,6519000,2747000,14962000,NA,NA,NA,10532000,6798,"Real Estate Investment Trusts"
"235","0000720762","NON INVASIVE MONITORING SYSTEMS INC /FL/","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-354000,-303000,-123000,NA,-181000,-112000,-110000,NA,-116000,-147000,-123000,NA,-118000,-106000,-105000,NA,-105000,-117000,-85000,NA,-94000,-111000,-108000,NA,-127000,-183000,-102000,NA,-128000,-99000,-111000,NA,-207000,-1178000,-189000,NA,-55000,-43000,-40000,NA,-59000,-39000,-29000,NA,-58000,-41000,-35000,NA,-71000,-48000,-39000,NA,-88000,-54000,-44000,NA,-77000,-42000,3845,"Electromedical & Electrotherapeutic Apparatus"
